Time Stamp,Lat,Long,Alt,Azi,Pitch,Roll,Vn,Ve,Vu,Forward Speed
60146.6,43.6684993,-79.38603749,79.5117,343.178523,-0.119360642,-2.060375621,-0.0002,0.0085,0.0539,0.054566473
60146.8,43.66849966,-79.38603739,78.9958,343.1781699,-0.119085513,-2.058222787,-0.0001,0.0096,0.055,0.055831622
60147,43.66850003,-79.38603729,78.4798,343.1776726,-0.119065031,-2.056438553,0,0.0093,0.0545,0.055287793
60147.2,43.66850023,-79.38603728,78.2103,343.1827871,-0.118127497,-2.061212852,0.0017,0.0051,0.0145,0.015464475
60147.4,43.66850034,-79.38603728,78.0659,343.1826991,-0.119387141,-2.060114391,0.0014,0.0049,0.0143,0.015180909
60147.6,43.66850044,-79.38603727,77.9213,343.1825633,-0.118447495,-2.059575064,0.0019,0.0042,0.0146,0.015310454
60147.8,43.66850055,-79.38603727,77.7762,343.1831604,-0.118694153,-2.061076322,0.001,0.0045,0.0136,0.014360014
60148,43.66850066,-79.38603727,77.6317,343.1825314,-0.118262773,-2.060068313,0.0016,0.0054,0.0137,0.014812495
60148.2,43.66850074,-79.38603727,77.5158,343.1834345,-0.118469787,-2.061689973,0,-0.0009,0.0001,0.000905539
60148.4,43.66850081,-79.38603728,77.4261,343.1829004,-0.118855037,-2.062377694,0.0015,-0.0018,0.0008,0.002475884
60148.6,43.66850087,-79.38603729,77.3528,343.1836705,-0.117486706,-2.063701004,0.0001,-0.0016,-0.0005,0.001679286
60148.8,43.66850092,-79.3860373,77.2907,343.1823824,-0.118920028,-2.062593076,0.0023,0,0.0004,0.002334524
60149,43.66850096,-79.38603731,77.2361,343.1834521,-0.117215,-2.061953053,0.0013,-0.0015,-0.0001,0.001987461
60149.2,43.668501,-79.38603732,77.1892,343.1858178,-0.117584345,-2.062881685,0.0017,-0.0004,0.0012,0.002118962
60149.4,43.66850103,-79.38603734,77.1488,343.1864827,-0.116329967,-2.058822544,0.0016,0.0004,0.0013,0.0021
60149.6,43.66850107,-79.38603735,77.1134,343.186775,-0.117584845,-2.061269395,0.0016,-0.0028,0.0014,0.003515679
60149.8,43.6685011,-79.38603737,77.0819,343.1859872,-0.116496859,-2.061622214,0.0016,-0.0015,0.0018,0.002837252
60150,43.66850113,-79.38603738,77.0537,343.1860897,-0.116758459,-2.059550749,0.0018,-0.0036,0.0016,0.004331282
60150.2,43.66850116,-79.3860374,77.0286,343.1947413,-0.112082909,-2.059569635,0.0003,-0.0019,0.0007,0.002046949
60150.4,43.66850119,-79.38603741,77.0063,343.1938309,-0.114061738,-2.05643891,0.0013,-0.0003,0.0009,0.001609348
60150.6,43.66850122,-79.38603743,76.9865,343.1947432,-0.112667524,-2.05761126,0.0013,-0.0025,0.0005,0.002861818
60150.8,43.66850125,-79.38603745,76.9687,343.1937043,-0.113988275,-2.059504937,0.0017,-0.0005,0.0019,0.002598076
60151,43.66850127,-79.38603747,76.9526,343.1946072,-0.113422488,-2.057146216,0.0025,-0.0011,0.0025,0.003702702
60151.2,43.6685013,-79.38603749,76.9383,343.1943499,-0.111431282,-2.058715516,0.0006,-0.0018,0.0003,0.001920937
60151.4,43.66850133,-79.38603751,76.9258,343.1944083,-0.111031887,-2.058462016,0.0016,-0.0004,0.0018,0.002441311
60151.6,43.66850136,-79.38603753,76.9147,343.1939243,-0.111442315,-2.05745811,0.001,-0.0009,0.0001,0.001349074
60151.8,43.66850139,-79.38603755,76.9049,343.1940388,-0.11115465,-2.059611125,0.0015,-0.0012,0.0026,0.003232646
60152,43.66850141,-79.38603757,76.8964,343.194335,-0.111969475,-2.057880341,0.0004,-0.0008,0.0016,0.00183303
60152.2,43.66850144,-79.38603759,76.8888,343.1934239,-0.111278679,-2.05894288,0.0003,-0.0013,0.0012,0.001794436
60152.4,43.66850147,-79.38603761,76.8823,343.1936994,-0.111480252,-2.059418417,0.0003,0.0007,0.0012,0.001421267
60152.6,43.66850149,-79.38603763,76.8766,343.1932337,-0.111266599,-2.058384777,0.0002,0.0007,0.0012,0.001403567
60152.8,43.66850152,-79.38603764,76.8717,343.1929682,-0.11157764,-2.059370677,-0.0002,0.0023,0.0014,0.0027
60153,43.66850154,-79.38603766,76.8676,343.1931677,-0.111423006,-2.057840422,-0.0002,0.0019,0.001,0.002156386
60153.2,43.66850156,-79.38603768,76.864,343.188531,-0.111681363,-2.060018975,-0.0006,0.0001,0.0003,0.000678233
60153.4,43.66850158,-79.3860377,76.861,343.1890077,-0.111414921,-2.059966367,-0.0003,0.0005,0.0016,0.001702939
60153.6,43.6685016,-79.38603771,76.8584,343.1887217,-0.111676335,-2.059764681,-0.0009,-0.0001,0.001,0.001349074
60153.8,43.66850162,-79.38603773,76.8564,343.1887303,-0.111468875,-2.059888114,-0.0006,0.0004,0.001,0.001232883
60154,43.66850164,-79.38603774,76.8547,343.188649,-0.111753882,-2.059790917,-0.001,-0.0001,0.001,0.001417745
60154.2,43.66850166,-79.38603776,76.8534,343.1897579,-0.111941522,-2.059869317,-0.0004,0.0011,0.0004,0.001236932
60154.4,43.66850168,-79.38603777,76.8525,343.1896283,-0.112369386,-2.059496883,-0.001,0.0009,0.0002,0.001360147
60154.6,43.6685017,-79.38603779,76.8518,343.1896861,-0.11197739,-2.059897204,-0.0005,0.001,0.0003,0.001157584
60154.8,43.66850171,-79.3860378,76.8515,343.1893751,-0.112812002,-2.059391942,0,0.0014,0.0006,0.001523155
60155,43.66850173,-79.38603781,76.8514,343.1895382,-0.111980938,-2.058622802,-0.0004,0.0014,0.001,0.001766352
60155.2,43.66850174,-79.38603783,76.8515,343.1872871,-0.113043343,-2.060880895,-0.0006,0.0011,0.0009,0.001542725
60155.4,43.66850176,-79.38603784,76.8518,343.1874585,-0.111894639,-2.062551437,-0.0005,0.0004,0.0011,0.001272792
60155.6,43.66850177,-79.38603785,76.8524,343.1875646,-0.113123876,-2.062160348,-0.0012,-0.0008,0.0012,0.001876166
60155.8,43.66850179,-79.38603786,76.8531,343.1876006,-0.111476241,-2.061672474,-0.0017,-0.0006,0.0013,0.002222611
60156,43.6685018,-79.38603787,76.854,343.1882509,-0.11262147,-2.062044071,-0.0013,-0.0018,0.0005,0.002275961
60156.2,43.66850181,-79.38603788,76.8551,343.1886446,-0.112820337,-2.059157742,0.0001,0.0006,0.0009,0.001086278
60156.4,43.66850183,-79.38603789,76.8563,343.189379,-0.113742306,-2.059377793,-0.0007,0.0001,0.0009,0.001144552
60156.6,43.66850184,-79.3860379,76.8576,343.1891276,-0.111903381,-2.061681459,-0.0005,0.0002,0.0002,0.000574456
60156.8,43.66850185,-79.38603791,76.859,343.1888648,-0.113273611,-2.059948439,0,0.0016,-0.0001,0.001603122
60157,43.66850186,-79.38603792,76.8605,343.1893706,-0.111316463,-2.0606154,0.0002,0.0005,-0.0003,0.000616441
60157.2,43.66850187,-79.38603793,76.8622,343.1886197,-0.114194452,-2.060677256,0.0005,0.0008,-0.0001,0.000948683
60157.4,43.66850188,-79.38603794,76.8638,343.1888984,-0.112066176,-2.059107306,0.0008,0.0012,0.0008,0.001649242
60157.6,43.66850189,-79.38603795,76.8656,343.1890932,-0.1134794,-2.058779458,0,0.0009,0.0001,0.000905539
60157.8,43.6685019,-79.38603796,76.8674,343.1889337,-0.111662057,-2.059556272,0.0003,0.0008,0.0007,0.001104536
60158,43.66850191,-79.38603797,76.8692,343.1888118,-0.113712054,-2.059058641,0.0004,0.0017,0.0003,0.001772005
60158.2,43.66850192,-79.38603798,76.8711,343.1885399,-0.1121231,-2.060426336,0.0006,0.0004,0.0002,0.000748331
60158.4,43.66850193,-79.38603798,76.8731,343.1882704,-0.112813135,-2.060018595,0.0006,0.0013,0.0005,0.001516575
60158.6,43.66850194,-79.38603799,76.875,343.1881919,-0.112091734,-2.06007692,0.002,0.0013,0.0004,0.002418677
60158.8,43.66850195,-79.386038,76.877,343.1881662,-0.112457809,-2.05957821,0.002,0.0016,0.0002,0.002569047
60159,43.66850196,-79.38603801,76.8791,343.1880642,-0.11232782,-2.059475397,0.0025,0.0012,0,0.002773085
60159.2,43.66850196,-79.38603801,76.8811,343.1878953,-0.110570238,-2.06252152,0.001,0.0005,-0.0003,0.001157584
60159.4,43.66850197,-79.38603802,76.8831,343.187505,-0.110464668,-2.06204015,0.0014,0.0011,-0.0001,0.001783255
60159.6,43.66850198,-79.38603803,76.8852,343.1874162,-0.110925984,-2.060822658,-0.0001,-0.0001,-0.0001,0.000173205
60159.8,43.66850199,-79.38603803,76.8873,343.1876074,-0.110551809,-2.063771458,0.0003,-0.0003,0.0005,0.000655744
60160,43.668502,-79.38603804,76.8893,343.1876987,-0.110540899,-2.06184514,0,0.0006,0.0002,0.000632456
60160.2,43.668502,-79.38603805,76.8914,343.1876887,-0.109803986,-2.062628513,-0.0014,-0.0014,-0.0006,0.002068816
60160.4,43.66850201,-79.38603805,76.8934,343.1872338,-0.110513511,-2.065012201,-0.0023,-0.0015,-0.0008,0.00286007
60160.6,43.66850202,-79.38603806,76.8955,343.1876414,-0.109815453,-2.063100469,-0.0023,-0.0003,-0.001,0.002525866
60160.8,43.66850202,-79.38603807,76.8975,343.1875778,-0.11042008,-2.063177071,-0.0033,-0.0024,0.0003,0.004091455
60161,43.66850203,-79.38603807,76.8996,343.1877008,-0.10973453,-2.065423089,-0.0024,-0.0018,-0.0004,0.003026549
60161.2,43.66850204,-79.38603808,76.9016,343.188183,-0.111676155,-2.060591266,-0.002,-0.0009,-0.0001,0.00219545
60161.4,43.66850204,-79.38603808,76.9037,343.1871138,-0.112482339,-2.062487261,-0.0013,-0.0024,0.002,0.003383785
60161.6,43.66850205,-79.38603809,76.9057,343.1878161,-0.111238116,-2.063729666,-0.0015,-0.0005,0.0024,0.002874022
60161.8,43.66850205,-79.38603809,76.9077,343.1875352,-0.111223029,-2.061676295,-0.0007,-0.0005,0.0026,0.002738613
60162,43.66850206,-79.3860381,76.9098,343.1868323,-0.112145597,-2.06217813,-0.0014,-0.0006,0.0015,0.002137756
60162.2,43.66850206,-79.38603811,76.9118,343.1880804,-0.111841225,-2.061736604,0.0007,0.001,0.0025,0.002782086
60162.4,43.66850207,-79.38603811,76.9138,343.186278,-0.113327402,-2.060047282,-0.0003,0.0012,0.002,0.002351595
60162.6,43.66850208,-79.38603812,76.9158,343.1872818,-0.112078185,-2.061480911,-0.0003,0.0012,0.0022,0.002523886
60162.8,43.66850208,-79.38603812,76.9179,343.1866057,-0.112982654,-2.062998475,0,0.0016,0.002,0.00256125
60163,43.66850209,-79.38603813,76.9199,343.18628,-0.112886778,-2.060572896,0.0006,0.0016,0.0037,0.004075537
60163.2,43.66850209,-79.38603813,76.9219,343.1868192,-0.112445204,-2.064110213,-0.0009,0.0005,0.0012,0.001581139
60163.4,43.6685021,-79.38603814,76.9239,343.1864637,-0.112351859,-2.063878157,-0.0004,0.0012,0.0012,0.00174356
60163.6,43.6685021,-79.38603814,76.9259,343.1866654,-0.112991338,-2.059573374,-0.0004,0.0011,0.0011,0.001606238
60163.8,43.6685021,-79.38603814,76.928,343.1864633,-0.112348858,-2.061575363,-0.0007,-0.0008,0.0019,0.002177154
60164,43.66850211,-79.38603815,76.93,343.1862701,-0.112441885,-2.062195556,0.0003,0.0007,0.0024,0.002517936
60164.2,43.66850211,-79.38603815,76.932,343.1857912,-0.112551216,-2.061118494,-0.0004,-0.0003,0.0009,0.001029563
60164.4,43.66850212,-79.38603816,76.9341,343.1858108,-0.112519125,-2.062213366,0.0006,-0.0003,0.0028,0.002879236
60164.6,43.66850212,-79.38603816,76.9361,343.1856743,-0.112777373,-2.061983605,-0.0003,-0.0008,0.0011,0.001392839
60164.8,43.66850213,-79.38603817,76.9381,343.1857048,-0.113332231,-2.061743647,0.0004,-0.0015,0.0011,0.00190263
60165,43.66850213,-79.38603817,76.9402,343.1858007,-0.112882738,-2.060648905,0.0002,-0.0017,0.0014,0.002211334
60165.2,43.66850213,-79.38603817,76.9422,343.1852624,-0.1127115,-2.061645557,0.0009,-0.0014,0.0013,0.002111871
60165.4,43.66850214,-79.38603818,76.9442,343.1863073,-0.11184571,-2.061957893,0.0002,-0.0005,0.001,0.001135782
60165.6,43.66850214,-79.38603818,76.9463,343.1855388,-0.112442946,-2.061082163,0.0006,-0.0022,0.0005,0.002334524
60165.8,43.66850215,-79.38603819,76.9483,343.1858874,-0.11194801,-2.062824014,0.0001,-0.0012,0.0004,0.001268858
60166,43.66850215,-79.38603819,76.9503,343.1861196,-0.112058282,-2.06034822,0.0005,-0.0007,0.0013,0.001558846
60166.2,43.66850215,-79.38603819,76.9523,343.1852009,-0.111108592,-2.063063384,-0.0006,-0.0024,0,0.002473863
60166.4,43.66850216,-79.3860382,76.9543,343.1854099,-0.111503684,-2.061793695,0.0001,0.0007,-0.0002,0.000734847
60166.6,43.66850216,-79.3860382,76.9563,343.184743,-0.112368177,-2.060335295,-0.001,-0.0012,-0.0004,0.001612452
60166.8,43.66850216,-79.38603821,76.9583,343.1849939,-0.111462272,-2.063021157,-0.0007,0.0001,-0.0004,0.000812404
60167,43.66850217,-79.38603821,76.9603,343.1848897,-0.11243707,-2.059001228,-0.0018,0.0007,-0.0004,0.001972308
60167.2,43.66850217,-79.38603821,76.9623,343.1851366,-0.113301899,-2.061979622,-0.0004,-0.0008,-0.0011,0.001417745
60167.4,43.66850217,-79.38603822,76.9643,343.1855559,-0.113778371,-2.060298625,-0.0001,0.0006,-0.0005,0.000787401
60167.6,43.66850218,-79.38603822,76.9662,343.1849557,-0.113949615,-2.058769635,-0.0014,-0.0008,0,0.001612452
60167.8,43.66850218,-79.38603822,76.9682,343.1850655,-0.112583731,-2.061222564,-0.0009,-0.0016,0.0008,0.002002498
60168,43.66850218,-79.38603823,76.9701,343.1849921,-0.114745119,-2.060659059,-0.0021,-0.0002,-0.0003,0.002130728
60168.2,43.66850219,-79.38603823,76.972,343.1853777,-0.114110803,-2.061762417,0.0002,-0.0025,0.0016,0.002974895
60168.4,43.66850219,-79.38603824,76.974,343.1858383,-0.114636173,-2.063561011,-0.0011,0.0008,-0.0008,0.001577973
60168.6,43.66850219,-79.38603824,76.9759,343.1857642,-0.114005257,-2.060645702,0.0005,-0.001,0.0009,0.00143527
60168.8,43.66850219,-79.38603824,76.9778,343.1848561,-0.114322514,-2.062619124,-0.001,-0.0006,-0.0003,0.001204159
60169,43.6685022,-79.38603825,76.9797,343.1854173,-0.11453976,-2.061342022,0.0008,0.0005,0.0012,0.001526434
60169.2,43.6685022,-79.38603825,76.9816,343.1846734,-0.113983312,-2.061249403,-0.0013,-0.0013,-0.0002,0.001849324
60169.4,43.6685022,-79.38603825,76.9834,343.1857147,-0.113760089,-2.063296013,-0.0009,-0.0006,0.0001,0.001086278
60169.6,43.6685022,-79.38603826,76.9853,343.1851669,-0.113898733,-2.061186351,-0.0024,-0.0001,-0.0006,0.002475884
60169.8,43.66850221,-79.38603826,76.9871,343.1854983,-0.114003701,-2.062361647,-0.0013,-0.0002,-0.0002,0.001330413
60170,43.66850221,-79.38603826,76.989,343.1856476,-0.113642649,-2.062981801,-0.0015,0.0014,-0.0001,0.002054264
60170.2,43.66850221,-79.38603827,76.9908,343.1855718,-0.114761969,-2.062062846,-0.0013,-0.0002,-0.001,0.001652271
60170.4,43.66850221,-79.38603827,76.9926,343.1851783,-0.115439912,-2.063863119,-0.001,-0.0003,-0.0001,0.001048809
60170.6,43.66850222,-79.38603827,76.9944,343.18549,-0.115674456,-2.062876137,-0.0007,0.0006,-0.0009,0.00128841
60170.8,43.66850222,-79.38603828,76.9962,343.185127,-0.114849027,-2.063515347,0.0003,-0.0009,0,0.000948683
60171,43.66850222,-79.38603828,76.998,343.1851041,-0.115488252,-2.062233385,0.0001,0.0001,-0.0009,0.000911043
60171.2,43.66850222,-79.38603828,76.9998,343.1859924,-0.114656887,-2.064018088,-0.0003,-0.0021,-0.0007,0.002233831
60171.4,43.66850222,-79.38603829,77.0016,343.1849081,-0.115030115,-2.064092949,0.0001,-0.0002,-0.0006,0.000640312
60171.6,43.66850223,-79.38603829,77.0033,343.1849328,-0.115128581,-2.062267401,0,-0.0014,-0.0009,0.001664332
60171.8,43.66850223,-79.38603829,77.0051,343.1852533,-0.115465189,-2.064421089,-0.0003,-0.0021,-0.001,0.002345208
60172,43.66850223,-79.38603829,77.0068,343.1845323,-0.114982476,-2.064304741,-0.0014,-0.0015,-0.0006,0.002137756
60172.2,43.66850223,-79.3860383,77.0085,343.1849263,-0.115493693,-2.063554699,-0.0022,-0.0009,-0.0005,0.002428992
60172.4,43.66850223,-79.3860383,77.0102,343.1851157,-0.114616712,-2.063691968,-0.0016,-0.0007,0,0.001746425
60172.6,43.66850223,-79.3860383,77.0119,343.1848882,-0.115770657,-2.064390122,-0.0016,-0.0007,-0.0001,0.001749286
60172.8,43.66850224,-79.38603831,77.0136,343.1833346,-0.114763152,-2.062279116,-0.0011,-0.0016,0.001,0.002184033
60173,43.66850224,-79.38603831,77.0152,343.1859662,-0.116441113,-2.064705862,-0.0013,0.0012,-0.0001,0.001772005
60173.2,43.66850224,-79.38603831,77.0169,343.1841892,-0.11535104,-2.060190534,-0.0003,-0.0013,-0.0001,0.001337909
60173.4,43.66850224,-79.38603832,77.0185,343.1835079,-0.117881256,-2.063412697,-0.0012,-0.001,-0.0019,0.002459675
60173.6,43.66850224,-79.38603832,77.0202,343.1855863,-0.116092918,-2.064045791,0.0008,-0.001,-0.0014,0.001897367
60173.8,43.66850224,-79.38603832,77.0218,343.1829162,-0.118026619,-2.061481781,-0.0001,-0.0012,-0.0018,0.002165641
60174,43.66850225,-79.38603832,77.0234,343.1841299,-0.116398846,-2.063865398,0.0003,-0.0002,-0.0018,0.001835756
60174.2,43.66850225,-79.38603833,77.025,343.1836021,-0.116415292,-2.061150589,-0.0012,-0.0015,-0.0009,0.00212132
60174.4,43.66850225,-79.38603833,77.0265,343.1842375,-0.11619847,-2.06422224,-0.0005,-0.002,-0.001,0.002291288
60174.6,43.66850225,-79.38603833,77.0281,343.184187,-0.115683967,-2.063013235,-0.0012,-0.0009,-0.0016,0.002193171
60174.8,43.66850225,-79.38603834,77.0297,343.1842683,-0.11664033,-2.062846882,-0.0017,-0.0024,-0.002,0.003556684
60175,43.66850225,-79.38603834,77.0312,343.1858062,-0.114117284,-2.066056768,-0.0018,-0.0014,-0.0026,0.003458323
60175.2,43.66850225,-79.38603834,77.0327,343.1831755,-0.117625282,-2.060976171,-0.0005,-0.0011,-0.0024,0.002687006
60175.4,43.66850226,-79.38603834,77.0342,343.1843471,-0.11596308,-2.062344947,-0.0009,-0.0015,-0.002,0.002657066
60175.6,43.66850226,-79.38603835,77.0357,343.1839947,-0.117197784,-2.062264614,-0.0005,-0.0007,-0.0016,0.00181659
60175.8,43.66850226,-79.38603835,77.0372,343.1839451,-0.117111393,-2.060383979,-0.0011,-0.0021,-0.0028,0.003668787
60176,43.66850226,-79.38603835,77.0387,343.1828277,-0.117332595,-2.062278452,-0.001,-0.0022,-0.0029,0.003774917
60176.2,43.66850226,-79.38603836,77.0401,343.1841921,-0.111620571,-2.060349152,0.0064,-0.003,-0.0073,0.010161201
60176.4,43.66850226,-79.38603836,77.0416,343.182044,-0.086337408,-2.055498904,0.0236,-0.0084,-0.0093,0.026720966
60176.6,43.66850226,-79.38603836,77.043,343.1809473,-0.075310353,-2.055882,0.0416,-0.0132,-0.0008,0.043651346
60176.8,43.66850227,-79.38603836,77.0444,343.1796698,-0.066725319,-2.060320403,0.0717,-0.0229,-0.0081,0.075702774
60177,43.66850227,-79.38603837,77.0458,343.186913,0.057091723,-2.048741887,0.1918,-0.0593,-0.0385,0.204416193
60177.2,43.66850343,-79.38603917,77.2489,343.1915529,0.308302462,-2.0243109,0.4417,-0.1354,-0.0402,0.463732779
60177.4,43.66850454,-79.38603961,77.2576,343.1911371,0.35961782,-1.908266189,0.768,-0.2193,0.0165,0.79886716
60177.6,43.66850628,-79.38604028,77.2699,343.2282463,0.342977884,-1.554210668,1.142,-0.3366,-0.0035,1.190577931
60177.8,43.66850871,-79.38604126,77.2809,343.2632125,0.424896299,-1.457687905,1.5232,-0.4659,0.0106,1.592894664
60178,43.66851182,-79.38604261,77.2943,343.2744575,0.455293574,-1.848465075,1.8896,-0.6244,0.0185,1.990177321
60178.2,43.66851562,-79.38604426,77.3076,343.2804857,0.526774988,-2.199655289,2.2817,-0.7082,0.0349,2.389334665
60178.4,43.66852014,-79.38604607,77.3207,343.3658827,0.470971573,-2.219976953,2.6659,-0.8008,0.012,2.783603321
60178.6,43.66852528,-79.38604818,77.3305,343.3712675,0.666011569,-2.367870836,2.9641,-0.9167,0.0146,3.102650618
60178.8,43.66853101,-79.38605051,77.3366,343.4001978,1.215661955,-2.242846037,3.3402,-0.9976,-0.0106,3.486008342
60179,43.66853739,-79.38605302,77.3403,343.2229572,1.270108632,-2.107766087,3.6653,-1.0804,-0.0126,3.82123632
60179.2,43.66854433,-79.38605594,77.3616,343.191438,0.879188013,-2.640286093,3.955,-1.2581,0.1363,4.152519512
60179.4,43.6685518,-79.38605909,77.3927,343.1728432,0.267211278,-3.2951153,4.2287,-1.3684,0.2002,4.44910129
60179.6,43.66855978,-79.38606238,77.4385,343.1071534,-0.438542248,-3.56759929,4.4966,-1.3955,0.0814,4.708870116
60179.8,43.66856822,-79.38606591,77.4355,343.1245076,0.065039359,-3.505928187,4.7935,-1.4764,-0.1131,5.016990215
60180,43.6685772,-79.38606959,77.4152,343.0862525,0.587757157,-3.273741857,5.0857,-1.5556,-0.1128,5.319488668
60180.2,43.6685867,-79.38607346,77.4187,343.1244616,0.541038663,-3.085298394,5.3158,-1.6412,0.1841,5.566431522
60180.4,43.66859656,-79.38607749,77.464,343.1571072,-0.133207122,-2.921077595,5.4817,-1.6861,0.172,5.737730571
60180.6,43.66860676,-79.38608155,77.474,343.1503013,0.009159381,-2.187189741,5.6734,-1.6869,-0.0615,5.919196011
60180.8,43.66861729,-79.38608572,77.456,343.1799942,0.731732485,-1.526482995,5.8502,-1.7587,-0.0502,6.109041313
60181,43.66862814,-79.38609007,77.4677,343.1846095,0.954951054,-1.577382193,6.0473,-1.8581,0.1474,6.328040744
60181.2,43.66863932,-79.38609467,77.496,343.1715038,0.244146498,-2.009064946,6.259,-1.9214,0.1746,6.54960641
60181.4,43.66865088,-79.38609941,77.5193,343.1992489,-0.335378299,-2.070383773,6.487,-1.9926,0.1181,6.787162247
60181.6,43.66866285,-79.38610435,77.513,343.2637673,-0.137922995,-2.363699089,6.6663,-2.0746,-0.102,6.982401081
60181.8,43.66867521,-79.38610945,77.4823,343.3109588,0.50044417,-2.851607685,6.9293,-2.1339,-0.0691,7.250758754
60182,43.66868795,-79.3861147,77.4876,343.3804908,0.429576186,-3.127753194,7.1412,-2.1806,0.1607,7.468438812
60182.2,43.66870104,-79.38612013,77.5178,343.444422,-0.005782849,-3.058108547,7.3517,-2.2266,0.1492,7.682935708
60182.4,43.66871447,-79.38612575,77.5344,343.5240447,-0.053954323,-3.141841975,7.5658,-2.301,0.0307,7.908025868
60182.6,43.66872829,-79.38613144,77.5357,343.6125843,-0.138077693,-2.876841088,7.7631,-2.3139,0.0016,8.100608457
60182.8,43.66874245,-79.3861372,77.5463,343.5815388,-0.270432735,-2.56025264,7.9532,-2.3402,0.041,8.290452779
60183,43.66875692,-79.3861431,77.5463,343.5483278,-0.014117057,-2.233648438,8.1092,-2.419,-0.0514,8.462465811
60183.2,43.66877167,-79.38614922,77.5682,343.532053,0.194751178,-1.917346603,8.2711,-2.4535,0.0661,8.627579421
60183.4,43.66878669,-79.38615543,77.6131,343.4783333,0.077699752,-1.758747605,8.4031,-2.5231,0.1168,8.774495168
60183.6,43.66880191,-79.38616178,77.6581,343.4708355,-0.100938957,-1.821725071,8.5003,-2.5561,0.0869,8.876727939
60183.8,43.66881731,-79.38616825,77.6928,343.4890469,-0.162815031,-2.103391661,8.6361,-2.6031,0.0256,9.019922848
60184,43.66883295,-79.38617483,77.7245,343.5019338,-0.303474852,-2.79440545,8.7361,-2.658,0.0246,9.13153943
60184.2,43.66884879,-79.38618153,77.7388,343.593591,-0.38703594,-2.643124912,8.8773,-2.6486,-0.0592,9.264180584
60184.4,43.66886489,-79.3861881,77.7246,343.7402792,0.622340305,-2.433701941,9.0175,-2.7009,-0.0492,9.413425928
60184.6,43.66888122,-79.38619474,77.7667,343.7144691,-0.037221156,-2.296101431,9.1322,-2.6704,0.3546,9.521231756
60184.8,43.66889777,-79.3862015,77.8145,343.7496324,-0.923718063,-2.389630701,9.2604,-2.7616,0.0233,9.663435497
60185,43.66891453,-79.38620843,77.7901,343.8341573,-0.496534704,-2.666387895,9.3927,-2.8037,-0.1867,9.803999381
60185.2,43.66893151,-79.38621537,77.7718,343.8329912,0.069429306,-2.999550335,9.4651,-2.8093,-0.0127,9.873218614
60185.4,43.66894869,-79.38622222,77.7762,343.8977968,1.140355758,-1.486374623,9.6068,-2.7412,0.1233,9.990995274
60185.6,43.66896605,-79.38622914,77.8464,343.8817261,-0.178390554,-1.117374956,9.6597,-2.7724,0.5204,10.06314176
60185.8,43.66898357,-79.38623608,77.8948,343.8217966,-1.290414523,-1.058835244,9.7679,-2.8627,-0.1546,10.17992254
60186,43.66900119,-79.38624325,77.8319,343.8363603,0.336718842,-1.225295075,9.8522,-2.9082,-0.2641,10.27585621
60186.2,43.66901896,-79.38625043,77.8477,343.8622585,0.349643412,-1.420957832,9.9137,-2.9048,0.339,10.33606462
60186.4,43.66903688,-79.38625762,77.9164,343.7813329,-0.7422962,-1.517659555,10.0064,-2.9483,0.1864,10.43337236
60186.6,43.66905494,-79.38626486,77.9169,343.7235564,-0.629492895,-1.012220923,10.058,-2.9467,-0.1533,10.48188465
60186.8,43.66907312,-79.38627216,77.8892,343.7074457,0.336142875,-0.636688278,10.1357,-2.9683,-0.0993,10.56186915
60187,43.66909142,-79.38627952,77.9214,343.65926,0.066215184,-0.325305687,10.1912,-2.9775,0.2918,10.62126221
60187.2,43.66910986,-79.3862869,77.9783,343.5953291,-0.661885286,-0.283184203,10.258,-3.0309,0.0905,10.69678031
60187.4,43.66912841,-79.38629436,77.9832,343.549933,-0.639098587,-0.048205104,10.3279,-3.0445,-0.1039,10.76778965
60187.6,43.66914708,-79.38630196,77.9784,343.5093004,-0.62733419,-0.60027122,10.4049,-3.1236,-0.0136,10.86365527
60187.8,43.66916584,-79.38630965,77.9786,343.4810243,-0.111076274,-0.973918801,10.4341,-3.1552,-0.0755,10.90098299
60188,43.66918468,-79.38631739,78.0007,343.4423336,0.049047074,-0.981438715,10.4773,-3.1403,0.1888,10.93942159
60188.2,43.66920358,-79.38632521,78.0368,343.3928344,-0.558557477,-0.839219598,10.5271,-3.1603,0.1296,10.99200285
60188.4,43.66922254,-79.38633307,78.0398,343.3335091,-0.628001681,-0.529444336,10.5514,-3.1631,-0.0479,11.01542273
60188.6,43.66924154,-79.38634099,78.0241,343.3383858,-0.347092888,-0.490056984,10.5662,-3.2027,-0.0333,11.04096819
60188.8,43.66926055,-79.38634896,78.0299,343.4171987,-0.461453179,-1.041705808,10.546,-3.2192,0.1124,11.02696687
60189,43.6692795,-79.38635692,78.0392,343.5265445,-0.450584698,-1.207598276,10.5268,-3.178,-0.0035,10.9960545
60189.2,43.66929841,-79.38636468,78.0414,343.6783308,-0.099711047,-0.648889824,10.4942,-3.0898,0.0924,10.94000162
60189.4,43.66931727,-79.38637231,78.0754,343.7087777,-0.658793646,-0.355976887,10.4507,-3.0431,0.149,10.88576084
60189.6,43.66933605,-79.38637995,78.0795,343.7397815,-0.799804911,-1.249926502,10.4237,-3.1251,0.0138,10.88209365
60189.8,43.66935477,-79.38638772,78.0836,343.738609,-1.683676029,-2.26794441,10.3721,-3.1485,-0.0769,10.83971514
